Division,Calendar_Week,Paid_Views,Organic_Views,Google_Impressions,Email_Impressions,Facebook_Impressions,Affiliate_Impressions,Overall_Views,Sales,month,weekofyear,year,week_sin,week_cos,is_black_friday,is_christmas,is_easter,is_summer_sale,Facebook_Impressions_adstock,Facebook_Impressions_adstock_log,Google_Impressions_adstock,Google_Impressions_adstock_log,Email_Impressions_adstock,Email_Impressions_adstock_log,Affiliate_Impressions_adstock,Affiliate_Impressions_adstock_log,Paid_Views_adstock,Paid_Views_adstock_log
Y,2020-02-22,9564,15466,291352,332065.5888,192817,7692,25773,90010,2,8,2020,0.8229838658936564,0.5680647467311558,0,0,0,0,338388.70161138976,12.731953473660669,616004.9620685829,13.331011921151584,655150.6289487038,13.392621982404828,13366.273463316273,9.500564719854248,21427.905735450637,9.972496024889082
Y,2020-02-29,8020,13804,278020,239645.4878,115236,6670,21408,72229,2,9,2020,0.8854560256532098,0.4647231720437686,0,0,0,0,284430.3508056949,12.558247205736278,586022.4810342914,13.281115137780755,567220.8022743519,13.248505691885775,13353.136731658136,9.4995814833693,18733.95286772532,9.83814619549072
Z,2018-01-06,165,346,440,939300.8528,156226,43811,223,113911,1,1,2018,0.12053668025532305,0.992708874098054,0,0,0,0,298441.17540284747,12.606331475805794,293451.2405171457,12.589470181047282,1222911.253937176,14.016745665519093,50487.568365829065,10.82950222064464,9531.97643386266,9.16251227043164
Z,2018-01-13,101,571,347,1358202.838,24364,37350,611,107477,1,2,2018,0.23931566428755774,0.970941817426052,0,0,0,0,173584.58770142373,12.064426057608934,147072.62025857286,11.89868855847888,1969658.464968588,14.49337122535005,62593.78418291453,11.044437233855158,4866.98821693133,8.49043603358915
Z,2018-01-20,873,128,716,1152331.809,81574,57746,344,115549,1,3,2018,0.3546048870425356,0.9350162426854148,0,0,0,0,168366.29385071187,12.033903144889264,74252.31012928643,11.21523763653706,2137161.041484294,14.574989358045354,89042.89209145727,11.39688469671307,3306.494108465665,8.103946114722419
Z,2018-01-27,232,149,64,1121306.43,139465,34921,199,128988,1,4,2018,0.4647231720437685,0.8854560256532099,0,0,0,0,223648.14692535595,12.317833794524883,37190.155064643215,10.523826244910682,2189886.950742147,14.599360936439078,79442.44604572863,11.282800677004394,1885.2470542328324,7.54234444837525
Z,2018-02-03,773,509,233,1095665.449,80376,27728,786,136013,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,192200.07346267797,12.166297360636333,18828.077532321608,9.843157631195828,2190608.9243710735,14.599690567296594,67449.22302286432,11.119145168122122,1715.6235271164162,7.448114574838815
Z,2018-02-10,660,3,379,1165445.713,79818,35288,553,107352,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,175918.036731339,12.077779149607348,9793.038766160804,9.189529190408484,2260750.175185537,14.631207694423685,69012.61151143216,11.142059032406193,1517.811763558208,7.325683573625393
Z,2018-02-17,225,508,639,1702189.849,185419,33811,699,162716,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,273378.01836566953,12.518614456968137,5535.519383080402,8.619121312094808,2832564.9365927684,14.856693550198623,68317.30575571608,11.131933029497407,983.905881779104,6.892546085113459
Z,2018-02-24,123,316,439,1489188.88,139,26692,425,151149,2,8,2018,0.8229838658936564,0.5680647467311558,0,0,0,0,136828.00918283476,11.82648731712009,3206.759691540201,8.073328057059692,2905471.3482963843,14.88210653343132,60850.65287785804,11.016194261199729,614.952940889552,6.4231705659554805
Z,2018-03-03,390,725,700,1135028.616,28194,28972,938,135461,3,9,2018,0.8854560256532098,0.4647231720437686,0,0,0,0,96608.00459141738,11.478427231088403,2303.3798457701005,7.742566871842764,2587764.290148192,14.766305238893672,59397.32643892902,10.992021330525025,697.4764704447759,6.548901492295386
Z,2018-03-10,333,393,614,1266345.055,120648,31188,386,148232,3,10,2018,0.9350162426854148,0.35460488704253557,0,0,0,0,168952.0022957087,12.037375862305403,1765.6899228850502,7.476862974682659,2560227.200074096,14.755606953136898,60886.663219464506,11.016785858783996,681.738235222388,6.526111528747846
Z,2018-03-17,629,967,169,1248684.729,13028,32833,206,147990,3,11,2018,0.970941817426052,0.23931566428755804,0,0,0,0,97504.00114785435,11.487658949494602,1051.8449614425251,6.959251266196508,2528798.329037048,14.743255174554914,63276.33160973225,11.055282433564644,969.869117611194,6.87819166786856
Z,2018-03-24,582,551,980,1137811.37,102971,50675,429,123236,3,12,2018,0.992708874098054,0.120536680255323,0,0,0,0,151723.0005739272,11.929818363593398,1505.9224807212627,7.317824757835134,2402210.534518524,14.691900343738874,82313.16580486612,11.318298495849469,1066.9345588055971,6.973481743116185
Z,2018-03-31,1,288,243,1146559.549,65773,39180,741,129508,3,13,2018,1.0,-1.6081226496766366e-16,0,0,1,0,141634.5002869636,11.861012137060966,995.9612403606313,6.904711892937963,2347664.816259262,14.668932122824215,80336.58290243306,11.29399282160598,534.4672794027986,6.283139785131681
Z,2018-04-07,128,602,312567,1124329.752,140045,27412,428,103628,4,14,2018,0.992708874098054,-0.12053668025532288,0,0,1,0,210862.2501434818,12.258965098762893,313064.9806201803,12.654169248010396,2298162.160129631,14.647620735797124,67580.29145121653,11.121086470047459,395.2336397013993,5.982004036519313
Z,2018-04-14,271,678,493807,1361447.523,95120,26672,988,114121,4,15,2018,0.9709418174260521,-0.2393156642875575,0,0,0,0,200551.12507174088,12.208829467361161,650339.4903100901,13.38525133596642,2510528.6030648155,14.736004286088159,60462.145725608265,11.009789296844453,468.61681985069964,6.151917085271734
Z,2018-04-21,559,959,440780,1105455.72,64488,34272,251,147938,4,16,2018,0.9350162426854148,-0.35460488704253545,0,0,0,0,164763.56253587044,12.012272840178438,765949.7451550451,13.548873145291136,2360720.021532408,14.674477647939273,64503.07286280413,11.074483645950046,793.3084099253498,6.677471811428119
Z,2018-04-28,457,905,486736,1269600.141,41602,24282,775,121363,4,17,2018,0.8854560256532099,-0.4647231720437685,0,0,0,0,123983.78126793522,11.727914105344821,869710.8725775225,13.67591725483287,2449960.1517662043,14.711582725973237,56533.53643140207,10.942606994661226,853.6542049626748,6.7506969484892485
Z,2018-05-05,235,993,545180,1071705.199,86033,23723,939,122237,5,18,2018,0.8229838658936565,-0.5680647467311557,0,0,0,0,148024.89063396762,11.905142474162606,980035.4362887612,13.79534502984209,2296685.274883102,14.646977891970236,51989.768215701035,10.85882144748904,661.8271024813374,6.4965141756055615
Z,2018-05-12,644,209,724007,931886.671,97695,32770,988,150034,5,19,2018,0.7485107481711013,-0.6631226582407951,0,0,0,0,171707.4453169838,12.053553232146445,1214024.7181443805,14.009452435010122,2080229.308441551,14.547989170760202,58764.88410785052,10.981316763256821,974.9135512406688,6.88337400794164
Z,2018-05-19,233,284,740801,1016520.483,8983,25854,141,119827,5,20,2018,0.6631226582407952,-0.7485107481711012,0,0,0,0,94836.7226584919,11.459922527433129,1347813.3590721902,14.113994845148877,2056635.1372207755,14.536582262964279,55236.44205392526,10.919396300403374,720.4567756203344,6.581272467369181
Z,2018-05-26,762,8,734631,1227143.758,24946,30248,684,104244,5,21,2018,0.5680647467311558,-0.8229838658936564,0,0,0,0,72364.36132924595,11.189483029208496,1408537.6795360951,14.158063327430979,2255461.326610388,14.628865532791686,57866.22102696263,10.965906372453421,1122.228387810167,7.023962306999676
Z,2018-06-02,864,148,564773,897273.6248,81339,31482,191,123367,6,22,2018,0.46472317204376906,-0.8854560256532096,0,0,0,1,117521.18066462298,11.674382366365045,1269041.8397680474,14.053773504809177,2025004.288105194,14.521082869929339,60415.11051348131,11.00901107871234,1425.1141939050835,7.262708677645357
Z,2018-06-09,88,836,536524,1007846.068,139966,30483,338,121427,6,23,2018,0.35460488704253584,-0.9350162426854147,0,0,0,1,198726.5903323115,12.199690273114502,1171044.9198840237,13.973407856058667,2020348.212052597,14.518780931689598,60690.555256740656,11.013559844745428,800.5570969525418,6.686556207132468
Z,2018-06-16,832,354,501241,907970.5245,74587,30133,987,130393,6,24,2018,0.23931566428755768,-0.970941817426052,0,0,0,1,173950.29516615573,12.06653062617557,1086763.4599420119,13.898715454437248,1918144.6305262987,14.466869459867564,60478.27762837033,11.010056066806726,1232.2785484762708,7.117431388823227
Z,2018-06-23,712,288,538413,1059085.641,49186,36934,781,95509,6,25,2018,0.12053668025532308,-0.992708874098054,0,0,0,1,136161.14758307787,11.821601716178982,1081794.729971006,13.89413293125971,2018157.9562631494,14.517696246002256,67173.13881418516,11.115043613367055,1328.1392742381354,7.192286849488967
Z,2018-06-30,944,370,642256,997536.8056,60726,45406,748,127846,6,26,2018,-3.216245299353273e-16,-1.0,0,0,0,1,128806.57379153893,11.766074893652917,1183153.364985503,13.983694620488116,2006615.7837315747,14.511960669702386,78992.56940709258,11.277121728225785,1608.0696371190677,7.383411425806661
Z,2018-07-07,349,536,961258,869483.9548,48977,36344,40,92489,7,27,2018,-0.12053668025532283,-0.992708874098054,0,0,0,1,113380.28689576947,11.638511638102903,1552834.6824927516,14.255593290024711,1872791.8466657873,14.442941375558307,75840.28470354629,11.236398076441894,1153.034818559534,7.051019618674865
Z,2018-07-14,434,823,1096970,1242842.116,184829,37919,822,158983,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,241519.14344788474,12.394708158318457,1873387.3412463758,14.443259296425309,2179238.0393328937,14.594486309301873,75839.14235177315,11.23638301392837,1010.517409279767,6.919206867808938
Z,2018-07-21,171,482,827673,944782.0488,161351,31000,146,162259,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,282110.57172394235,12.550057916084782,1764366.670623188,14.383302923888843,2034401.0684664468,14.525712509834737,68919.57117588658,11.140709978127644,676.2587046398835,6.518053333802331
Z,2018-07-28,1000,617,875280,985922.1947,100434,30034,763,119969,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,241489.28586197118,12.394584527091718,1757463.335311594,14.379382609608475,2003122.7289332235,14.510218384549054,64493.78558794329,11.074339655918065,1338.1293523199417,7.199774944699678
Z,2018-08-04,410,323,795970,768828.948,112616,32354,236,126901,8,31,2018,-0.5680647467311556,-0.8229838658936565,0,0,0,1,233360.6429309856,12.360344644845007,1674701.667655797,14.331146195636926,1770390.3124666116,14.386711160604932,64600.892793971645,11.07599898955773,1079.064676159971,6.984776203658517
Z,2018-08-11,324,945,860966,958160.5371,139655,28284,505,119734,8,32,2018,-0.663122658240795,-0.7485107481711013,0,0,0,1,256335.3214654928,12.454245616964313,1698316.8338278984,14.345148809625712,1843355.693333306,14.427098757444488,60584.44639698582,11.011809984749164,863.5323380799855,6.762188711109661
Z,2018-08-18,403,565,1367385,1110060.551,233685,34779,562,146064,8,33,2018,-0.7485107481711011,-0.6631226582407952,0,0,0,1,361852.6607327464,12.798995156956508,2216543.416913949,14.61145997217871,2031738.397666653,14.524402830276083,65071.22319849291,11.083253058164681,834.7661690399927,6.7283488718555
Z,2018-08-25,629,442,1384818,1124237.114,466852,38911,73,177572,8,34,2018,-0.8229838658936564,-0.5680647467311559,0,0,0,1,647778.3303663732,13.381305377779583,2493089.7084569745,14.729033747105289,2140106.3128333264,14.576366531924554,71446.61159924645,11.176719755217025,1046.3830845199964,6.954050031743614
Z,2018-09-01,210,930,1546049,890026.3492,354068,32677,946,135989,9,35,2018,-0.8854560256532096,-0.4647231720437691,0,0,0,0,677957.1651831865,13.426840861749172,2792593.8542284872,14.842481776843146,1960079.5056166633,14.48849610465739,68400.30579962322,11.133147194066185,733.1915422599982,6.598769951328714
Z,2018-09-08,673,145,1399624,932772.9498,438588,28714,698,127854,9,36,2018,-0.9350162426854147,-0.3546048870425359,0,0,0,0,777566.5825915933,13.563925842205332,2795920.9271142436,14.843672458882407,1912812.7026083316,14.464085858739411,62914.15289981161,11.049542318283175,1039.595771129999,6.947548684971335
Z,2018-09-15,174,968,1537790,907245.4831,323706,25434,793,142609,9,37,2018,-0.970941817426052,-0.23931566428755774,0,0,0,0,712489.2912957966,13.47652156478059,2935750.463557122,14.892474013756411,1863651.8344041659,14.438049009244178,56891.076449905806,10.948911356461728,693.7978855649995,6.543620991134051
Z,2018-09-22,708,562,1430079,878963.749,369319,16168,934,145913,9,38,2018,-0.992708874098054,-0.12053668025532357,0,0,0,0,725563.6456478983,13.494705452295968,2897954.231778561,14.879515953771932,1810789.6662020828,14.409274140014466,44613.53822495291,10.705815054061096,1054.8989427824997,6.962147761564216
Z,2018-09-29,852,101,1836185,775245.5529,358080,25274,946,155819,9,39,2018,-1.0,-1.8369701987210297e-16,0,0,0,0,720861.8228239492,13.488204138559258,3285162.1158892806,15.004926863428906,1680640.3860010414,14.334686055902573,47580.76911247645,10.770204965016845,1379.44947139125,7.23016442902795
Z,2018-10-06,53,1511,1691008,712092.706,139447,18783,1774,173748,10,40,2018,-0.992708874098054,0.1205366802553232,0,0,0,0,499877.9114119746,13.12212117089865,3333589.0579446405,15.019560376707917,1552412.8990005208,14.255321631670846,42573.38455623823,10.65900804990646,742.724735695625,6.611670987470282
Z,2018-10-13,224,2623,1312732,705826.8151,187245,20862,2734,213623,10,41,2018,-0.9709418174260521,0.23931566428755738,0,0,0,0,437183.9557059873,12.988111624138913,2979526.5289723203,14.907275298586907,1482033.2646002604,14.208926205083891,42148.69227811911,10.648982662765608,595.3623678478125,6.390848482053041
Z,2018-10-20,738,2735,1793168,694699.1353,159226,19559,3372,236392,10,42,2018,-0.9350162426854148,0.35460488704253557,0,0,0,0,377817.97785299364,12.842170465326298,3282931.26448616,15.004247564070505,1435715.7676001303,14.17717477208926,40633.346139059555,10.612368951980189,1035.6811839239062,6.943779720192237
Z,2018-10-27,64,3538,1662490,734841.7856,170688,18396,3369,185567,10,43,2018,-0.8854560256532101,0.464723172043768,0,0,0,0,359596.9889264968,12.792741989034756,3303955.63224308,15.010631287702441,1452699.6694000652,14.18893491265805,38712.673069529774,10.563948125909018,581.8405919619531,6.3679137217960085
Z,2018-11-03,175,3377,1690251,720640.0658,270126,16295,4044,244513,11,44,2018,-0.822983865893657,0.5680647467311548,0,0,0,0,449924.4944632484,13.016837280179184,3342228.81612154,15.022148751817946,1446989.9005000326,14.184996717065882,35651.33653476489,10.48156996464185,465.92029598097656,6.146158570685094
Z,2018-11-10,547,10721,3262199,1495212.651,383342,21962,10807,370457,11,45,2018,-0.7485107481711011,0.6631226582407953,0,0,0,0,608304.2472316242,13.318432086330485,4933313.4080607705,15.411521613854978,2218707.601250016,14.612435873440248,39787.66826738244,10.591337433833038,779.9601479904883,6.660524121636986
Z,2018-11-17,273,8087,4856236,1468271.345,547781,14389,7525,404050,11,46,2018,-0.6631226582407956,0.7485107481711007,0,0,0,0,851933.123615812,13.65526448312238,7322892.704030385,15.80651612257945,2577625.1456250083,14.762379434752305,34282.83413369122,10.44242921399783,662.9800739952441,6.498252139982847
Z,2018-11-24,1129,4067,5411108,1494096.112,1145295,16421,5001,627704,11,47,2018,-0.5680647467311559,0.8229838658936564,1,0,0,0,1571261.561807906,14.267390033640893,9072554.352015194,16.020764519127102,2782908.684812504,14.839007587524556,33562.417066845606,10.421191975029748,1460.4900369976222,7.2872117675575705
Z,2018-12-01,2272,3375,3432181,1846098.354,197330,19467,5537,570323,12,48,2018,-0.4647231720437684,0.88545602565321,1,0,0,0,982960.780903953,13.798325518316439,7968458.176007597,15.891001704097164,3237552.6964062518,14.990328570614937,36248.2085334228,10.498172826483716,3002.245018498811,8.007448655896642
Z,2018-12-08,46641,5554,1464977,1142386.774,93649,18977,51676,367872,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,585129.3904519766,13.279589991039282,5449206.088003798,15.510980667615287,2761163.1222031256,14.831162932174646,37101.1042667114,10.52142896576636,48142.122509249406,10.781933572325554
Z,2018-12-15,37478,9169,1075202,948505.4262,165681,14254,45230,419825,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,458245.6952259883,13.035162953948698,3799805.044001899,15.150460582341843,2329086.987301563,14.660987327157406,32804.5521333557,10.39835305240569,61549.0612546247,11.027606126813156
Z,2018-12-22,13412,8671,985025,925012.5804,97830,16891,21993,212246,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,326952.84761299414,12.69757430112019,2884927.52200095,14.875010681881173,2089556.0740507813,14.552462675189952,33293.27606667785,10.41314077130422,44186.53062731235,10.696197915760326
Z,2018-12-29,14069,7719,1058232,1304226.858,47178,22755,19999,130371,12,52,2018,6.432490598706546e-16,1.0,0,1,0,0,210654.42380649707,12.257979015029628,2500695.761000475,14.732079955407762,2349004.8950253907,14.669502773227254,39401.638033338924,10.581588048205514,36162.26531365617,10.495799112244862
Z,2019-01-05,8960,6852,932533,1301664.817,19800,23387,14995,170394,1,1,2019,0.12053668025532305,0.992708874098054,0,0,0,0,125127.21190324854,11.737094185844496,2182880.8805002375,14.59615652527302,2476167.2645126954,14.722222868681405,43087.81901666946,10.671018822869929,27041.132656828086,10.205151397491615
Z,2019-01-12,15629,6141,870550,976007.35,54467,31813,21653,121006,1,2,2019,0.23931566428755774,0.970941817426052,0,0,0,0,117030.60595162427,11.67019931363831,1961990.4402501187,14.489470556330405,2214090.982256348,14.610352937122293,53356.909508334735,10.884777502691902,29149.566328414043,10.28022961966587
Z,2019-01-19,17563,5138,915534,1225140.217,120380,35550,21495,141353,1,3,2019,0.3546048870425356,0.9350162426854148,0,0,0,0,178895.30297581214,12.094561603972,1896529.2201250594,14.455536574666477,2332185.708128174,14.662316886767407,62228.45475416737,11.038583715740648,32137.783164207023,10.377818778095842
Z,2019-01-26,17853,6938,888483,997762.5447,463064,42345,24314,126318,1,4,2019,0.4647231720437685,0.8854560256532099,0,0,0,0,552511.6514879061,13.22223161073252,1836747.6100625298,14.42350750674481,2163855.398764087,14.587402557580324,73459.22737708368,11.204499414619121,33921.89158210351,10.431845333386411
Z,2019-02-02,11669,4824,1008754,958677.6656,311157,34792,16290,143350,2,5,2019,0.5680647467311558,0.8229838658936564,0,0,0,0,587412.825743953,13.283484834657187,1927127.805031265,14.47154178742071,2040605.3649820434,14.52875755939031,71521.61368854184,11.177768954041811,28629.945791051756,10.262243432511651
Z,2019-02-09,14916,5271,851259,963142.3509,156231,33385,20216,138362,2,6,2019,0.6631226582407952,0.7485107481711011,0,0,0,0,449937.4128719765,13.016865992095783,1814822.9025156326,14.411498997566648,1983445.0333910217,14.500346310797804,69145.80684427092,11.143987158792733,29230.972895525876,10.283018351398074
Z,2019-02-16,22102,10409,621366,1230859.113,216774,33316,31922,199555,2,7,2019,0.7485107481711011,0.6631226582407953,0,0,0,0,441742.70643598825,12.998485143189653,1528777.4512578163,14.239979576608585,2222581.6296955105,14.614180424394725,67888.90342213545,11.12564260473076,36717.48644776294,10.511035625142071
Z,2019-02-23,8185,5800,658972,808266.6625,78761,46334,13514,155367,2,8,2019,0.8229838658936564,0.5680647467311558,0,0,0,0,299632.3532179941,12.610314850256692,1423360.7256289083,14.168532044086392,1919557.4773477553,14.467605757844463,80278.45171106773,11.293268973179275,26543.74322388147,10.18658701173239
Z,2019-03-02,210,5652,996532,1109448.263,41869,33458,5733,141448,3,9,2019,0.8854560256532098,0.4647231720437686,0,0,0,0,191685.17660899705,12.163614816934489,1708212.3628144541,14.350958565209432,2069227.0016738777,14.542686149628612,73597.22585553386,11.206376199202708,13481.871611940735,9.509175389371185
Z,2019-03-09,105,4226,996334,1035979.568,58749,29310,4614,122352,3,10,2019,0.9350162426854148,0.35460488704253557,0,0,0,0,154591.58830449852,11.948548472876922,1850440.1814072272,14.43093464505986,2070593.0688369388,14.543346113844162,66108.61292776692,11.099069445337967,6845.935805970367,8.831556503579868
Z,2019-03-16,597,6127,941682,951829.8332,135169,41484,6392,144574,3,11,2019,0.970941817426052,0.23931566428755804,0,0,0,0,212464.79415224926,12.26653628569446,1866902.0907036136,14.439791514751187,1987126.3676184695,14.502200619941846,74538.30646388346,11.219081868775898,4019.9679029851836,8.29927792451903
Z,2019-03-23,991,11652,1203409,951464.6849,190385,32851,11335,141972,3,12,2019,0.992708874098054,0.120536680255323,0,0,0,0,296617.3970761246,12.600201733317103,2136860.045351807,14.574848508954524,1945027.8687092348,14.480787377448562,70120.15323194173,11.15797978544787,3000.9839514925916,8.007028666240608
Z,2019-03-30,519,16047,789167,1167498.282,232509,35562,16350,130557,3,13,2019,1.0,-1.6081226496766366e-16,0,0,0,0,380817.6985380623,12.850078683997555,1857597.0226759035,14.434794825474242,2140012.2163546174,14.576322562845608,70622.07661597087,11.165112234321732,2019.4919757462958,7.611096313090843
Z,2019-04-06,4105,17511,921187,977966.7327,104824,26062,21812,112703,4,14,2019,0.992708874098054,-0.12053668025532288,0,0,0,0,295232.84926903114,12.595523030680361,1849985.5113379518,14.430688905859252,2047972.8408773087,14.532361492050834,61373.03830798544,11.024742195857733,5114.745987873148,8.5400785109331
Z,2019-04-13,4846,16397,1188833,948523.6127,181461,26461,21248,110033,4,15,2019,0.9709418174260521,-0.2393156642875575,0,0,0,0,329077.42463451554,12.704051374090527,2113825.755668976,14.564010491093407,1972510.0331386544,14.494817925166195,57147.51915399272,10.953408757321064,7403.372993936574,8.909826049779513
Z,2019-04-20,7705,16774,1137165,1031123.116,265328,21337,24040,196772,4,16,2019,0.9350162426854148,-0.35460488704253545,0,0,1,0,429866.71231725777,12.971232794563257,2194077.8778344877,14.601272870782047,2017378.1325693273,14.517309767824447,49910.75957699636,10.818011916841137,11406.686496968287,9.342042661295427
Z,2019-04-27,11171,13883,930256,1197325.292,243338,25270,24445,151547,4,17,2019,0.8854560256532099,-0.4647231720437685,0,0,1,0,458271.3561586289,13.0352189504555,2027294.9389172439,14.52221341325655,2206014.3582846634,14.606698440822422,50225.379788498176,10.824295661451092,16874.343248484143,9.733608856184775
Z,2019-05-04,17894,15131,1172519,853482.2723,162435,18308,32722,131756,5,18,2019,0.8229838658936565,-0.5680647467311557,0,0,0,0,391570.6780793144,12.877923863425758,2186166.469458622,14.597660554783594,1956489.4514423315,14.48666284019255,43420.68989424909,10.678714362395084,26331.171624242073,10.178546726272819
Z,2019-05-11,20768,18706,966076,701076.6933,209788,19760,40154,135273,5,19,2019,0.7485107481711013,-0.6631226582407951,0,0,0,0,405573.3390396572,12.913059462590178,2059159.234729311,14.53780880460865,1679321.419021166,14.333900948012033,41470.34494712454,10.632757984523655,33933.58581212103,10.432190003733213
Z,2019-05-18,23770,22058,825764,827541.9024,314314,22015,45732,112454,5,20,2019,0.6631226582407952,-0.7485107481711012,0,0,0,0,517100.66951982863,13.155994786999926,1855343.6173646555,14.43358101432423,1667202.611910583,14.326658296991923,42750.17247356227,10.663151900270972,40736.79290606052,10.614911513204301
Z,2019-05-25,24532,20596,1161446,804644.9723,391059,17472,44948,142174,5,21,2019,0.5680647467311558,-0.8229838658936564,0,0,0,0,649609.3347599143,13.384127977124102,2089117.8086823276,14.552252912393143,1638246.2782552915,14.309137495527125,38847.086236781135,10.567414094267951,44900.39645303026,10.7122241746505
Z,2019-06-01,30623,23602,1081941,703156.432,115802,17138,54572,122721,6,22,2019,0.46472317204376906,-0.8854560256532096,0,0,0,1,440606.66737995716,12.995910115332322,2126499.904341164,14.569988418947855,1522279.5711276457,14.235720144125228,36561.54311839057,10.506779583279926,53073.19822651513,10.879446180032769
Z,2019-06-08,153170,37739,1000937,654124.5194,273288,22101,189593,119453,6,23,2019,0.35460488704253584,-0.9350162426854147,0,0,0,1,493591.3336899786,13.109465220030454,2064186.952170582,14.54024746353584,1415264.304963823,14.162827566158626,40381.77155919529,10.606158526440478,179706.59911325757,12.099086359653048
Z,2019-06-15,92687,38039,702957,702922.61,347284,23121,130694,164434,6,24,2019,0.23931566428755768,-0.970941817426052,0,0,0,1,594079.6668449893,13.294770391893763,1735050.476085291,14.366547640136398,1410554.7624819116,14.159494342483166,43311.885779597644,10.67620546278085,182540.2995566288,12.114731725343372
Z,2019-06-22,39954,33479,474220,845351.4472,288013,19452,73693,146770,6,25,2019,0.12053668025532308,-0.992708874098054,0,0,0,1,585052.8334224946,13.279459144924576,1341745.2380426456,14.109482486265922,1550628.8284409558,14.25417174729096,41107.942889798825,10.623980965374951,131224.1497783144,11.784669827505367
Z,2019-06-29,44741,32469,870391,869489.0457,182851,18446,76963,131535,6,26,2019,-3.216245299353273e-16,-1.0,0,0,0,1,475377.4167112473,13.071866432606777,1541263.6190213228,14.248113818587692,1644803.459920478,14.313132065766835,38999.97144489941,10.571341833645137,110353.0748891572,11.611449337955136
Z,2019-07-06,38055,33949,1162065,811127.9461,155478,22847,71620,111969,7,27,2019,-0.12053668025532283,-0.992708874098054,0,0,0,1,393166.70835562365,12.881991538642666,1932696.8095106613,14.47442741358991,1633529.6760602389,14.306254289192044,42346.98572244971,10.653676136315053,93231.5374445786,11.442852053959712
Z,2019-07-13,36945,55428,1399878,512235.0947,380053,30425,91940,169916,7,28,2019,-0.23931566428755743,-0.9709418174260521,0,0,0,1,576636.3541778119,13.26496884560839,2366226.4047553306,14.676807432492442,1328999.9327301194,14.099938039523668,51598.492861224855,10.85126712315052,83560.7687222893,11.33334138253946
Z,2019-07-20,33996,73770,1107355,1078526.887,215326,29170,107750,132930,7,29,2019,-0.3546048870425356,-0.9350162426854148,0,0,0,1,503644.17708890594,13.129627285406992,2290468.2023776653,14.644267246410926,1743026.85336506,14.371134304503599,54969.24643061243,10.914547343846522,75776.38436114465,11.235555167760802
Z,2019-07-27,53496,62574,1140402,683533.659,278386,24012,115144,98073,7,30,2019,-0.46472317204376806,-0.8854560256532101,0,0,0,1,530208.088544453,13.18102671441865,2285636.101188833,14.642155362348698,1555047.08568253,14.257017026385865,51496.623215306216,10.849290934427728,91384.19218057233,11.422838733163541
Z,2019-08-03,110853,75995,557309,537641.2567,99834,23566,186766,123930,8,31,2019,-0.5680647467311556,-0.8229838658936565,0,0,0,1,364938.0442722265,12.807485616624342,1700127.0505944164,14.346214130068812,1315164.799541265,14.089473298947512,49314.31160765311,10.80598989208765,156545.09609028616,11.961105789300762
Z,2019-08-10,50901,87077,643273,658008.7004,132514,25633,138210,104878,8,32,2019,-0.663122658240795,-0.7485107481711013,0,0,0,1,314983.02213611326,12.660277193143878,1493336.5252972082,14.216524122837784,1315591.1001706324,14.089797388544008,50290.15580382655,10.825584511678338,129173.54804514308,11.76891985436965
Z,2019-08-17,50558,80851,773555,717811.9892,208769,26083,131763,122245,8,33,2019,-0.7485107481711011,-0.6631226582407952,0,0,0,1,366260.5110680566,12.811102868356873,1520223.262648604,14.23436842315551,1375607.5392853161,14.134406765201495,51228.077901913275,10.8440625775894,115144.77402257154,11.653954204814818
Z,2019-08-24,51766,56019,1076493,712887.6471,158169,25461,107936,201415,8,34,2019,-0.8229838658936564,-0.5680647467311559,0,0,0,1,341299.2555340283,12.740517883602482,1836604.631324302,14.423429660324942,1400691.416742658,14.152477255707048,51075.03895095664,10.841070761152094,109338.38701128577,11.602211966171026
Z,2019-08-31,48758,34008,692924,774204.9075,162377,25423,83051,158636,8,35,2019,-0.8854560256532096,-0.4647231720437691,0,0,0,1,333026.62776701414,12.715980731788381,1611226.315662151,14.292506754416273,1474550.6158713289,14.203864512302186,50960.519475478315,10.838826106824257,103427.19350564288,11.546632868354898
Z,2019-09-07,52826,30755,1092891,964842.6795,429347,21561,83492,184338,9,36,2019,-0.9350162426854147,-0.3546048870425359,0,0,0,0,595860.313883507,13.297763224143514,1898504.1578310756,14.456577375443075,1702117.9874356645,14.347384496033571,47041.25973773916,10.758801620061105,104539.59675282144,11.557330760618914
Z,2019-09-14,51201,23988,645455,1227704.95,419772,22930,75273,182166,9,37,2019,-0.970941817426052,-0.23931566428755774,0,0,0,0,717702.1569417536,13.483811332101192,1594707.0789155378,14.28220125482691,2078763.9437178322,14.547284498263355,46450.62986886958,10.74616683229958,103470.79837641072,11.54705437510332
