Division,Calendar_Week,Paid_Views,Organic_Views,Google_Impressions,Email_Impressions,Facebook_Impressions,Affiliate_Impressions,Overall_Views,Sales,month,weekofyear,year,week_sin,week_cos,is_black_friday,is_christmas,is_easter,is_summer_sale,Facebook_Impressions_adstock,Facebook_Impressions_lag_1,Google_Impressions_adstock,Google_Impressions_lag_1,Email_Impressions_adstock,Email_Impressions_lag_1,Affiliate_Impressions_adstock,Affiliate_Impressions_lag_1,Paid_Views_adstock,Paid_Views_lag_1
L,2018-12-01,2390,2878,2748477,1764232.635,257904,14215,5096,708229,12,48,2018,-0.4647231720437684,0.88545602565321,1,0,0,0,452117.1455591952,271990.0,4521249.205265288,2683625.0,3056718.091795191,1688470.135,28165.774211412696,17572.0,4618.969921273077,2987.0
X,2018-12-01,1255,1662,1046167,743481.4422,97090,6043,2328,233180,12,48,2018,-0.4647231720437684,0.88545602565321,1,0,0,0,323148.5727795976,257904.0,3306791.602632644,2748477.0,2271840.4880975955,1764232.635,20125.887105706348,14215.0,3564.4849606365383,2390.0
Q,2018-12-01,1563,2129,2464701,1272041.701,185341,15928,3839,427539,12,48,2018,-0.4647231720437684,0.88545602565321,1,0,0,0,346915.2863897988,97090.0,4118096.801316322,1046167.0,2407961.945048798,743481.4422,25990.943552853176,6043.0,3345.2424803182694,1255.0
U,2018-12-01,2006,1864,2388308,658443.421,104461,7622,2831,234980,12,48,2018,-0.4647231720437684,0.88545602565321,1,0,0,0,277918.6431948994,185341.0,4447356.40065816,2464701.0,1862424.393524399,1272041.701,20617.471776426588,15928.0,3678.6212401591347,1563.0
J,2018-12-01,1296,1329,610103,750336.4017,87937,8821,2010,234525,12,48,2018,-0.4647231720437684,0.88545602565321,1,0,0,0,226896.3215974497,104461.0,2833781.20032908,2388308.0,1681548.5984621996,658443.421,19129.735888213294,7622.0,3135.3106200795673,2006.0
F,2018-12-01,4033,3642,2002788,900153.8053,123645,12447,6422,282698,12,48,2018,-0.4647231720437684,0.88545602565321,1,0,0,0,237093.16079872486,87937.0,3419678.60016454,610103.0,1740928.1045310998,750336.4017,22011.86794410665,8821.0,5600.655310039783,1296.0
W,2018-12-01,1782,2517,852212,979026.9288,102777,13278,3166,287646,12,48,2018,-0.4647231720437684,0.88545602565321,1,0,0,0,221323.58039936243,123645.0,2562051.30008227,2002788.0,1849490.98106555,900153.8053,24283.933972053324,12447.0,4582.327655019892,4033.0
H,2018-12-01,1066,1199,957277,702676.5824,110837,7329,2027,239363,12,48,2018,-0.4647231720437684,0.88545602565321,1,0,0,0,221498.7901996812,102777.0,2238302.650041135,852212.0,1627422.072932775,979026.9288,19470.966986026662,13278.0,3357.163827509946,1782.0
G,2018-12-01,3937,3142,2923486,1650621.262,209272,22768,7516,554274,12,48,2018,-0.4647231720437684,0.88545602565321,1,0,0,0,320021.3950998406,110837.0,4042637.3250205675,957277.0,2464332.2984663877,702676.5824,32503.48349301333,7329.0,5615.581913754973,1066.0
V,2018-12-01,10560,9055,5051454,2264955.96,304739,30155,19023,793200,12,48,2018,-0.4647231720437684,0.88545602565321,1,0,0,0,464749.6975499203,209272.0,7072772.662510283,2923486.0,3497122.109233194,1650621.262,46406.74174650667,22768.0,13367.790956877487,3937.0
A,2018-12-01,1738,1511,1160722,688442.588,126493,5750,2574,266300,12,48,2018,-0.4647231720437684,0.88545602565321,1,0,0,0,358867.84877496015,304739.0,4697108.331255142,5051454.0,2437003.642616597,2264955.96,28953.370873253334,30155.0,8421.895478438742,10560.0
G,2018-12-08,41784,3714,1440066,1021028.646,112890,23233,45958,411348,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,292323.9243874801,126493.0,3788620.165627571,1160722.0,2239530.4673082987,688442.588,37709.68543662666,5750.0,45994.94773921937,1738.0
Z,2018-12-08,46641,5554,1464977,1142386.774,93649,18977,51676,367872,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,239810.96219374004,112890.0,3359287.0828137854,1440066.0,2262152.007654149,1021028.646,37831.84271831333,23233.0,69638.47386960969,41784.0
J,2018-12-08,11587,1290,294456,464492.4737,45435,9761,13122,168226,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,165340.48109687003,93649.0,1974099.5414068927,1464977.0,1595568.4775270745,1142386.774,28676.921359156666,18977.0,46406.236934804845,46641.0
M,2018-12-08,31861,3270,875658,564096.6642,66315,12245,34564,217779,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,148985.24054843502,45435.0,1862707.7707034464,294456.0,1361880.9029635373,464492.4737,26583.460679578333,9761.0,55064.118467402426,11587.0
Z,2018-12-08,25473,2667,761834,623067.5417,68483,9476,27227,220105,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,142975.6202742175,66315.0,1693187.885351723,875658.0,1304007.9931817686,564096.6642,22767.730339789166,12245.0,53005.05923370121,31861.0
L,2018-12-08,46298,5329,1264321,1091219.694,142276,13921,50928,522506,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,213763.81013710875,68483.0,2110914.9426758615,761834.0,1743223.690590884,623067.5417,25304.865169894583,9476.0,72800.5296168506,25473.0
P,2018-12-08,12467,3434,954875,709894.6944,63956,11822,15187,277438,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,170837.9050685544,142276.0,2010332.4713379308,1264321.0,1581506.5396954422,1091219.694,24474.43258494729,13921.0,48867.2648084253,46298.0
O,2018-12-08,52775,5113,3267084,1752822.07,221020,26664,57476,691634,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,306438.9525342772,63956.0,4272250.235668966,954875.0,2543575.339847721,709894.6944,38901.21629247365,11822.0,77208.63240421265,12467.0
K,2018-12-08,26972,2619,804300,660117.0471,62434,11570,29142,259807,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,215653.4762671386,221020.0,2940425.117834483,3267084.0,1931904.7170238607,1752822.07,31020.608146236824,26664.0,65576.31620210633,52775.0
V,2018-12-08,113861,9679,2532387,1400772.291,177982,28649,123525,562866,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,285808.7381335693,62434.0,4002599.558917241,804300.0,2366724.6495119305,660117.0471,44159.304073118416,11570.0,146649.15810105315,26972.0
A,2018-12-08,24788,1632,558879,425805.1255,68776,5247,26253,187382,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,211680.36906678465,177982.0,2560178.7794586206,2532387.0,1609167.4502559653,1400772.291,27326.652036559208,28649.0,98112.57905052658,113861.0
X,2018-12-08,18780,1712,476080,459806.4346,51570,7072,20384,179652,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,157410.1845333923,68776.0,1756169.3897293103,558879.0,1264390.1597279827,425805.1255,20735.326018279604,5247.0,67836.28952526329,24788.0
Q,2018-12-08,25743,2564,1163129,787182.3396,90247,15176,27327,289306,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,168952.09226669616,51570.0,2041213.6948646551,476080.0,1419377.4194639912,459806.4346,25543.663009139804,7072.0,59661.144762631644,18780.0
D,2018-12-08,46810,4308,1304658,1044268.013,126127,17324,51332,402144,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,210603.04613334808,90247.0,2325264.8474323275,1163129.0,1753956.7227319956,787182.3396,30095.831504569902,15176.0,76640.57238131583,25743.0
R,2018-12-08,10082,1250,318498,241574.2099,26395,3089,10435,131782,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,131696.52306667404,126127.0,1481130.4237161637,1304658.0,1118552.5712659978,1044268.013,18136.91575228495,17324.0,48402.28619065791,46810.0
T,2018-12-08,4862,1155,125986,160105.9621,40275,2125,5772,63695,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,106123.26153333702,26395.0,866551.2118580819,318498.0,719382.2477329989,241574.2099,11193.457876142475,3089.0,29063.143095328956,10082.0
Y,2018-12-08,11019,1863,431028,339876.9428,32679,7197,11746,129598,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,85740.6307666685,40275.0,864303.6059290409,125986.0,699568.0666664995,160105.9621,12793.728938071237,2125.0,25550.571547664476,4862.0
C,2018-12-08,1510,1365,133,90858.37377,10586,1718,2581,125515,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,53456.31538333425,32679.0,432284.80296452047,431028.0,440642.40710324974,339876.9428,8114.864469035619,7197.0,14285.285773832238,11019.0
I,2018-12-08,14947,2181,220580,624509.4852,64957,12441,16085,253674,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,91685.15769166712,10586.0,436722.4014822602,133.0,844830.6887516249,90858.37377,16498.432234517808,1718.0,22089.642886916117,1510.0
N,2018-12-08,22204,2300,691,984335.3954,133739,22077,24647,618027,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,179581.57884583354,64957.0,219052.2007411301,220580.0,1406750.7397758125,624509.4852,30326.216117258904,12441.0,33248.82144345806,14947.0
U,2018-12-08,20546,2914,1188841,407298.591,52595,7654,22719,166048,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,142385.78942291677,133739.0,1298367.100370565,691.0,1110673.9608879061,984335.3954,22817.108058629452,22077.0,37170.41072172903,22204.0
F,2018-12-08,37441,3513,1027118,557099.943,61392,11811,40753,217404,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,132584.8947114584,52595.0,1676301.5501852825,1188841.0,1112436.923443953,407298.591,23219.554029314728,7654.0,56026.205360864515,20546.0
H,2018-12-08,15494,1585,440280,434588.8945,54192,6753,17113,178956,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,120484.4473557292,61392.0,1278430.7750926414,1027118.0,990807.3562219765,557099.943,18362.777014657364,11811.0,43507.10268043226,37441.0
W,2018-12-08,16986,2186,450290,605760.1309,55461,13944,19015,200761,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,115703.22367786459,54192.0,1089505.3875463207,440280.0,1101163.809010988,434588.8945,23125.38850732868,6753.0,38739.55134021613,15494.0
S,2018-12-08,28290,3408,1669572,1081768.953,130059,23062,30473,468785,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,187910.6118389323,55461.0,2214324.69377316,450290.0,1632350.857505494,605760.1309,34624.69425366434,13944.0,47659.775670108065,16986.0
E,2018-12-08,60333,6728,2492643,1658673.759,279899,68905,66457,812664,12,49,2018,-0.35460488704253595,0.9350162426854147,0,0,0,0,373854.30591946613,130059.0,3599805.34688658,1669572.0,2474849.187752747,1081768.953,86217.34712683217,23062.0,84162.88783505403,28290.0
O,2018-12-15,46855,7485,2395955,1455292.875,428681,18056,54102,781954,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,615608.152959733,279899.0,4195857.6734432895,2492643.0,2692717.4688763735,1658673.759,61164.67356341609,68905.0,88936.44391752701,60333.0
M,2018-12-15,30560,5038,631027,468698.573,122001,8236,35246,242486,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,429805.0764798665,428681.0,2728955.8367216447,2395955.0,1815057.3074381868,1455292.875,38818.33678170804,18056.0,75028.2219587635,46855.0
S,2018-12-15,23856,4854,1183837,897683.7391,246679,15591,27299,469091,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,461581.53823993326,122001.0,2548314.9183608224,631027.0,1805212.3928190935,468698.573,35000.16839085402,8236.0,61370.11097938175,30560.0
V,2018-12-15,99606,16128,1957059,1163400.775,367580,18221,115058,602368,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,598370.7691199667,246679.0,3231216.459180411,1183837.0,2066006.9714095467,897683.7391,35721.084195427014,15591.0,130291.05548969087,23856.0
E,2018-12-15,54262,10148,2004160,1376996.111,556694,58954,63929,925649,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,855879.3845599834,367580.0,3619768.2295902055,1957059.0,2409999.5967047736,1163400.775,76814.5420977135,18221.0,119407.52774484543,99606.0
Q,2018-12-15,21237,4164,798745,652740.3513,169711,10694,24884,306159,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,597650.6922799917,556694.0,2608629.1147951027,2004160.0,1857740.1496523868,1376996.111,49101.27104885675,58954.0,80940.76387242271,54262.0
I,2018-12-15,13412,2920,155652,519150.2601,122808,7857,15444,262319,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,421633.34613999585,169711.0,1459966.5573975514,798745.0,1448020.3349261933,652740.3513,32407.635524428377,10694.0,53882.38193621136,21237.0
G,2018-12-15,35968,6267,1053950,847156.7312,209800,17236,41625,415019,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,420616.6730699979,122808.0,1783933.2786987757,155652.0,1571166.8986630966,519150.2601,33439.81776221419,7857.0,62909.19096810568,13412.0
W,2018-12-15,16231,3119,332410,503190.0184,99202,10772,18732,227567,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,309510.33653499896,209800.0,1224376.639349388,1053950.0,1288773.4677315482,847156.7312,27491.908881107094,17236.0,47685.59548405284,35968.0
R,2018-12-15,7521,1261,250595,200362.1188,50060,2444,8448,126777,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,204815.16826749948,99202.0,862783.319674694,332410.0,844748.8526657741,503190.0184,16189.954440553547,10772.0,31363.79774202642,16231.0
N,2018-12-15,19966,4281,775,816754.2104,252269,12647,23686,506346,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,354676.5841337497,50060.0,432166.659837347,250595.0,1239128.636732887,200362.1188,20741.977220276774,2444.0,35647.89887101321,7521.0
P,2018-12-15,10204,3506,714138,589614.2736,121071,8111,13734,292881,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,298409.29206687486,252269.0,930221.3299186735,775.0,1209178.5919664435,816754.2104,18481.98861013839,12647.0,28027.949435506605,19966.0
H,2018-12-15,12696,2407,307010,360681.831,100665,5510,14620,187494,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,249869.64603343743,121071.0,772120.6649593367,714138.0,965271.1269832217,589614.2736,14750.994305069195,8111.0,26709.974717753303,10204.0
X,2018-12-15,15071,2934,388232,382161.8981,94696,6207,17556,182939,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,219630.82301671873,100665.0,774292.3324796683,307010.0,864797.4615916109,360681.831,13582.497152534597,5510.0,28425.98735887665,12696.0
C,2018-12-15,1600,1127,231,75084.44426,17786,1515,1396,86141,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,127601.41150835936,94696.0,387377.16623983416,388232.0,507483.1750558055,382161.8981,8306.248576267299,6207.0,15812.993679438325,15071.0
Z,2018-12-15,18928,4901,561075,517590.9766,121289,8053,23117,234994,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,185089.70575417968,17786.0,754763.5831199171,231.0,771332.5641279027,75084.44426,12206.12428813365,1515.0,26834.496839719162,1600.0
T,2018-12-15,3968,1789,98672,133237.3016,72798,1876,4554,64617,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,165342.85287708984,121289.0,476053.79155995854,561075.0,518903.5836639514,517590.9766,7979.062144066825,8053.0,17385.24841985958,18928.0
Z,2018-12-15,37478,9169,1075202,948505.4262,165681,14254,45230,419825,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,248352.42643854494,72798.0,1313228.8957799792,98672.0,1207957.2180319757,133237.3016,18243.531072033413,1876.0,46170.62420992979,3968.0
F,2018-12-15,32677,5982,795197,462384.6739,117874,8269,37509,234477,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,242050.21321927247,165681.0,1451811.4478899897,1075202.0,1066363.2829159878,948505.4262,17390.765536016705,14254.0,55762.31210496489,37478.0
U,2018-12-15,18019,3502,904114,338263.5793,96148,5075,22032,173671,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,217173.10660963622,117874.0,1630019.7239449949,795197.0,871445.2207579939,462384.6739,13770.382768008352,8269.0,45900.156052482445,32677.0
A,2018-12-15,20699,2982,462233,354046.9198,146088,4837,23170,190487,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,254674.5533048181,96148.0,1277242.8619724973,904114.0,789769.530178997,338263.5793,11722.191384004176,5075.0,43649.07802624122,18019.0
D,2018-12-15,39878,7570,969258,867168.6631,234793,11688,47129,415554,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,362130.27665240905,146088.0,1607879.4309862487,462233.0,1262053.4281894984,354046.9198,17549.095692002087,4837.0,61702.53901312061,20699.0
L,2018-12-15,35280,7142,982940,906011.292,277311,10565,42272,502177,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,458376.1383262045,234793.0,1786879.7154931244,969258.0,1537038.006094749,867168.6631,19339.54784600104,11688.0,66131.2695065603,39878.0
Y,2018-12-15,8781,1723,310551,282303.5237,57911,5912,10635,138810,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,287099.06916310225,277311.0,1203990.8577465622,982940.0,1050822.5267473746,906011.292,15581.77392300052,10565.0,41846.63475328015,35280.0
K,2018-12-15,23056,3664,572972,548317.2256,115091,8047,27384,238158,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,258640.53458155112,57911.0,1174967.428873281,310551.0,1073728.4889736874,282303.5237,15837.88696150026,5912.0,43979.31737664007,8781.0
J,2018-12-15,9644,2693,222125,385712.2056,83895,6573,11328,182772,12,50,2018,-0.2393156642875578,0.970941817426052,0,0,0,0,213215.26729077555,115091.0,809608.7144366405,572972.0,922576.4500868437,548317.2256,14491.943480750131,8047.0,31633.658688320036,23056.0
F,2018-12-22,17578,5935,633327,450749.5033,61827,8538,23734,129557,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,168434.63364538777,83895.0,1038131.3572183202,222125.0,912037.7283434218,385712.2056,15783.971740375066,6573.0,33394.82934416002,9644.0
S,2018-12-22,12037,4324,1066170,876718.2064,101094,16927,15898,255907,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,185311.3168226939,61827.0,1585235.6786091602,633327.0,1332737.0705717108,450749.5033,24818.985870187535,8538.0,28734.41467208001,17578.0
J,2018-12-22,4193,3437,197103,376177.1254,36497,7218,6414,105427,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,129152.65841134694,101094.0,989720.8393045801,1066170.0,1042545.6606858554,876718.2064,19627.492935093767,16927.0,18560.207336040003,12037.0
U,2018-12-22,7721,4767,782480,330464.6098,45901,6079,11641,113901,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,110477.32920567348,36497.0,1277340.4196522902,197103.0,851737.4401429277,376177.1254,15892.746467546884,7218.0,17001.10366802,4193.0
H,2018-12-22,5325,3063,288194,351811.1983,45669,5779,7934,102617,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,100907.66460283674,45901.0,926864.2098261451,782480.0,777679.9183714639,330464.6098,13725.373233773442,6079.0,13825.55183401,7721.0
P,2018-12-22,3334,2983,634430,575784.9879,52458,8960,6121,171420,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,102911.83230141837,45669.0,1097862.1049130727,288194.0,964624.9470857319,351811.1983,15822.68661688672,5779.0,10246.775917005001,5325.0
L,2018-12-22,12598,7496,897469,883982.2301,119437,11855,19770,278567,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,170892.91615070918,52458.0,1446400.0524565363,634430.0,1366294.703642866,575784.9879,19766.34330844336,8960.0,17721.3879585025,3334.0
E,2018-12-22,30457,9959,1783327,1343104.464,209177,48173,40541,554421,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,294623.4580753546,119437.0,2506527.026228268,897469.0,2026251.815821433,883982.2301,58056.17165422168,11855.0,39317.69397925125,12598.0
I,2018-12-22,6849,2777,143626,505846.5249,47739,9473,8782,154344,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,195050.7290376773,209177.0,1396889.513114134,1783327.0,1518972.4328107166,1343104.464,38501.085827110845,48173.0,26507.846989625625,30457.0
T,2018-12-22,1326,1790,99845,129766.6985,28851,2265,1780,34003,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,126376.36451883864,47739.0,798289.756557067,143626.0,889252.9149053583,505846.5249,21515.542913555422,9473.0,14579.923494812812,6849.0
N,2018-12-22,12184,4277,392,797991.3755,83255,12498,15813,296558,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,146443.18225941932,28851.0,399536.8782785335,99845.0,1242617.8329526791,129766.6985,23255.77145677771,2265.0,19473.961747406407,1326.0
R,2018-12-22,3165,2131,230241,195943.9442,26271,3036,4415,83086,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,99492.59112970966,83255.0,430009.43913926673,392.0,817252.8606763396,797991.3755,14663.885728388856,12498.0,12901.980873703204,12184.0
A,2018-12-22,9967,3548,405196,345259.3411,60643,5060,12683,109947,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,110389.29556485484,26271.0,620200.7195696334,230241.0,753885.7714381698,195943.9442,12391.942864194429,3036.0,16417.9904368516,3165.0
D,2018-12-22,18097,9901,835053,845630.4709,121114,14901,26892,220138,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,176308.64778242743,60643.0,1145153.3597848166,405196.0,1222573.3566190847,345259.3411,21096.971432097213,5060.0,26305.9952184258,9967.0
Q,2018-12-22,9433,3919,718406,637288.3639,78631,12081,12816,162804,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,166785.32389121372,121114.0,1290982.6798924082,835053.0,1248575.0422095424,845630.4709,22629.485716048606,14901.0,22585.9976092129,18097.0
X,2018-12-22,6463,3815,372070,372895.3734,43008,6272,9646,119256,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,126400.66194560686,78631.0,1017561.3399462041,718406.0,997182.8945047711,637288.3639,17586.742858024303,12081.0,17755.99880460645,9433.0
V,2018-12-22,56249,14060,1629069,1134808.127,174564,19841,70584,330665,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,237764.33097280344,43008.0,2137849.669973102,372070.0,1633399.5742523856,372895.3734,28634.37142901215,6272.0,65126.99940230323,6463.0
K,2018-12-22,10737,3930,534841,535163.5368,57189,8786,14348,158500,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,176071.1654864017,174564.0,1603765.834986551,1629069.0,1351863.3239261927,1134808.127,23103.185714506075,19841.0,43300.49970115161,56249.0
O,2018-12-22,27750,7425,2054579,1419647.79,147451,18955,35645,478601,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,235486.58274320085,57189.0,2856461.9174932754,534841.0,2095579.4519630964,535163.5368,30506.59285725304,8786.0,49400.249850575805,10737.0
Z,2018-12-22,6546,5112,495538,504375.192,67587,6692,11262,117853,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,185330.2913716004,147451.0,1923768.9587466377,2054579.0,1552164.9179815482,1419647.79,21945.29642862652,18955.0,31246.124925287902,27750.0
Y,2018-12-22,3761,2756,295141,275333.2201,27968,7328,6132,75489,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,120633.1456858002,67587.0,1257025.4793733188,495538.0,1051415.6790907742,504375.192,18300.64821431326,6692.0,19384.062462643953,6546.0
W,2018-12-22,6112,3292,292642,490686.7132,49288,11426,9812,167921,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,109604.5728429001,27968.0,921154.7396866594,295141.0,1016394.5527453871,275333.2201,20576.32410715663,7328.0,15804.031231321977,3761.0
M,2018-12-22,13050,4206,547933,456874.151,61031,8930,16638,124123,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,115833.28642145006,49288.0,1008510.3698433298,292642.0,965071.4273726935,490686.7132,19218.162053578315,11426.0,20952.01561566099,6112.0
G,2018-12-22,20386,6446,912199,826929.2493,80065,16385,26956,241496,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,137981.64321072504,61031.0,1416454.184921665,547933.0,1309464.9629863468,456874.151,25994.081026789157,8930.0,30862.007807830494,13050.0
Z,2018-12-22,13412,8671,985025,925012.5804,97830,16891,21993,212246,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,166820.82160536252,80065.0,1693252.0924608326,912199.0,1579745.0618931735,826929.2493,29888.04051339458,16385.0,28843.003903915247,20386.0
C,2018-12-22,1108,427,552,73797.95897,8293,1412,1147,84202,12,51,2018,-0.12053668025532363,0.992708874098054,0,1,0,0,91703.41080268126,97830.0,847178.0462304163,985025.0,863670.4899165868,925012.5804,16356.02025669729,16891.0,15529.501951957624,13412.0
O,2018-12-29,27061,7749,2072912,2001276.011,107989,29330,33742,215837,12,52,2018,6.432490598706546e-16,1.0,0,1,0,0,153840.70540134062,8293.0,2496501.0231152084,552.0,2433111.2559582936,73797.95897,37508.010128348644,1412.0,34825.75097597881,1108.0
M,2018-12-29,12845,4727,608288,644437.8358,32247,13842,16173,72071,12,52,2018,6.432490598706546e-16,1.0,0,1,0,0,109167.35270067031,107989.0,1856538.5115576042,2072912.0,1860993.4637791468,2001276.011,32596.005064174322,29330.0,30257.875487989404,27061.0
H,2018-12-29,5077,2577,323861,496218.8481,28251,8020,7513,52394,12,52,2018,6.432490598706546e-16,1.0,0,1,0,0,82834.67635033515,32247.0,1252130.255778802,608288.0,1426715.5799895735,644437.8358,24318.00253208716,13842.0,20205.937743994702,12845.0
C,2018-12-29,771,853,224,103358.5802,5565,1648,1385,33790,12,52,2018,6.432490598706546e-16,1.0,0,1,0,0,46982.33817516758,28251.0,626289.127889401,323861.0,816716.3701947867,496218.8481,13807.00126604358,8020.0,10873.968871997351,5077.0
X,2018-12-29,6307,3343,404822,525102.6161,27471,7696,9131,64214,12,52,2018,6.432490598706546e-16,1.0,0,1,0,0,50962.16908758379,5565.0,717966.5639447005,224.0,933460.8011973933,103358.5802,14599.500633021791,1648.0,11743.984435998675,771.0
B,2018-12-29,61107,18855,3516766,3566029.687,532831,51549,79858,654528,12,52,2018,6.432490598706546e-16,1.0,0,1,0,0,558312.084543792,27471.0,3875749.28197235,404822.0,4032760.0875986964,525102.6161,58848.750316510894,7696.0,66978.99221799933,6307.0
L,2018-12-29,11414,6371,964875,1245417.322,81820,15499,17309,152573,12,52,2018,6.432490598706546e-16,1.0,0,1,0,0,360976.042271896,532831.0,2902749.6409861753,3516766.0,3261797.365799348,3566029.687,44923.37515825545,51549.0,44903.496108999665,61107.0
T,2018-12-29,1738,712,103402,183222.7844,25183,3599,1887,30505,12,52,2018,6.432490598706546e-16,1.0,0,1,0,0,205671.021135948,81820.0,1554776.8204930876,964875.0,1814121.467299674,1245417.322,26060.687579127723,15499.0,24189.748054499833,11414.0
I,2018-12-29,5843,2665,149520,713661.4313,32327,13079,8971,76799,12,52,2018,6.432490598706546e-16,1.0,0,1,0,0,135162.510567974,25183.0,926908.4102465438,103402.0,1620722.1649498371,183222.7844,26109.343789563864,3599.0,17937.874027249916,1738.0
Q,2018-12-29,9026,4281,768953,898443.1028,45353,19841,11850,86032,12,52,2018,6.432490598706546e-16,1.0,0,1,0,0,112934.255283987,32327.0,1232407.2051232718,149520.0,1708804.1852749186,713661.4313,32895.67189478193,13079.0,17994.937013624956,5843.0
F,2018-12-29,17924,5934,598580,635797.6591,37215,13203,23129,68018,12,52,2018,6.432490598706546e-16,1.0,0,1,0,0,93682.1276419935,45353.0,1214783.602561636,768953.0,1490199.7517374593,898443.1028,29650.835947390966,19841.0,26921.468506812478,9026.0
