Division,Calendar_Week,Paid_Views,Organic_Views,Google_Impressions,Email_Impressions,Facebook_Impressions,Affiliate_Impressions,Overall_Views,Sales,month,weekofyear,year,week_sin,week_cos,is_black_friday,is_christmas,is_easter,is_summer_sale,Facebook_Impressions_adstock,Facebook_Impressions_lag_1,Google_Impressions_adstock,Google_Impressions_lag_1,Email_Impressions_adstock,Email_Impressions_lag_1,Affiliate_Impressions_adstock,Affiliate_Impressions_lag_1,Paid_Views_adstock,Paid_Views_lag_1
M,2018-07-14,298,708,569526,613842.6282,124368,25596,366,67430,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,338608.7974854822,254116.0,1292331.3963198245,1129542.0,1515346.6703023147,1177140.731,71221.5920079713,66762.0,591.4025277994125,252.0
Z,2018-07-14,434,823,1096970,1242842.116,184829,37919,822,158983,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,354133.3987427411,124368.0,1743135.6981599121,569526.0,2000515.4511511573,613842.6282,73529.79600398566,25596.0,729.7012638997062,298.0
T,2018-07-14,682,824,117691,174268.9017,96944,4007,740,32409,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,274010.69937137055,184829.0,989258.8490799561,1096970.0,1174526.6272755787,1242842.116,40771.89800199283,37919.0,1046.850631949853,434.0
D,2018-07-14,345,308,973269,1136152.837,272035,43675,616,145176,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,409040.34968568524,96944.0,1467898.4245399782,117691.0,1723416.1506377894,174268.9017,64060.949000996414,4007.0,868.4253159749265,682.0
K,2018-07-14,540,799,543999,718896.7239,127049,21531,837,82218,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,331569.1748428426,272035.0,1277948.212269989,973269.0,1580604.7992188947,1136152.837,53561.47450049821,43675.0,974.2126579874632,345.0
U,2018-07-14,496,875,879231,442785.6874,109194,16928,871,87498,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,274978.5874214213,127049.0,1518205.1061349944,543999.0,1233088.0870094474,718896.7239,43708.737250249105,21531.0,983.1063289937316,540.0
Y,2018-07-14,244,273,326958,370326.0519,65653,15147,612,46310,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,203142.29371071066,109194.0,1086060.5530674972,879231.0,986870.0954047237,442785.6874,37001.36862512455,16928.0,735.5531644968657,496.0
W,2018-07-14,184,273,329120,659213.6918,103898,27981,857,76951,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,205469.14685535533,65653.0,872150.2765337486,326958.0,1152648.739502362,370326.0519,46481.684312562276,15147.0,551.7765822484329,244.0
A,2018-07-14,196,900,465878,463140.8772,157256,9427,468,110359,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,259990.57342767768,103898.0,901953.1382668742,329120.0,1039465.246951181,659213.6918,32667.842156281138,27981.0,471.88829112421644,184.0
X,2018-07-14,749,149,395391,501228.781,111152,12208,854,62276,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,241147.28671383884,157256.0,846367.5691334371,465878.0,1020961.4044755904,463140.8772,28541.92107814057,9427.0,984.9441455621082,196.0
G,2018-07-14,504,615,1013104,1111351.233,220043,51070,11,144901,7,28,2018,-0.23931566428755743,-0.9709418174260521,0,0,0,1,340616.6433569194,111152.0,1436287.7845667186,395391.0,1621831.935237795,501228.781,65340.960539070285,12208.0,996.4720727810541,749.0
Q,2018-07-21,512,857,597427,650969.8719,158755,36761,497,134919,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,329063.3216784597,220043.0,1315570.8922833593,1013104.0,1461885.8395188977,1111351.233,69431.48026953514,51070.0,1010.236036390527,504.0
T,2018-07-21,216,71,95683,133280.1486,53895,3268,100,38739,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,218426.66083922985,158755.0,753468.4461416797,597427.0,864223.0683594488,650969.8719,37983.74013476757,36761.0,721.1180181952635,512.0
Z,2018-07-21,171,482,827673,944782.0488,161351,31000,146,162259,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,270564.3304196149,53895.0,1204407.22307084,95683.0,1376893.5829797243,133280.1486,49991.87006738379,3268.0,531.5590090976318,216.0
J,2018-07-21,547,125,176751,383534.4522,73447,16625,587,80848,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,208729.16520980746,161351.0,778954.61153542,827673.0,1071981.243689862,944782.0488,41620.935033691894,31000.0,812.7795045488159,171.0
M,2018-07-21,213,991,452839,466829.0485,111099,21828,193,91951,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,215463.58260490373,73447.0,842316.30576771,176751.0,1002819.6703449311,383534.4522,42638.46751684595,16625.0,619.389752274408,547.0
H,2018-07-21,949,350,252211,359460.0478,96153,12683,605,82776,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,203884.79130245186,111099.0,673369.1528838549,452839.0,860869.8829724656,466829.0485,34002.233758422975,21828.0,1258.6948761372041,213.0
Y,2018-07-21,27,317,244988,281750.6027,56262,11922,162,58432,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,158204.39565122593,96153.0,581672.5764419275,252211.0,712185.5441862328,359460.0478,28923.116879211488,12683.0,656.3474380686021,949.0
S,2018-07-21,478,273,907913,894485.6584,216982,53314,359,185448,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,296084.19782561297,56262.0,1198749.2882209637,244988.0,1250578.4304931164,281750.6027,67775.55843960574,11922.0,806.173719034301,27.0
C,2018-07-21,237,90,818,75248.26778,16787,3554,412,66376,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,164829.09891280648,216982.0,600192.6441104818,907913.0,700537.4830265582,894485.6584,37441.77921980287,53314.0,640.0868595171505,478.0
K,2018-07-21,919,122,440212,545858.7646,109592,20248,435,101314,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,192006.54945640324,16787.0,740308.3220552409,818.0,896127.5061132791,75248.26778,38968.88960990144,3554.0,1239.0434297585753,237.0
N,2018-07-21,706,365,622,814469.9012,193501,42286,759,228969,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,289504.2747282016,109592.0,370776.16102762043,440212.0,1262533.6542566395,545858.7646,61770.44480495072,20248.0,1325.5217148792876,919.0
P,2018-07-21,878,275,550297,587002.3126,108024,27906,977,124571,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,252776.1373641008,193501.0,735685.0805138103,622.0,1218269.1397283198,814469.9012,58791.22240247536,42286.0,1540.7608574396438,706.0
I,2018-07-21,857,275,117954,517128.4388,108017,28717,538,106031,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,234405.0686820504,108024.0,485796.54025690514,550297.0,1126263.00866416,587002.3126,58112.61120123768,27906.0,1627.3804287198218,878.0
R,2018-07-21,798,999,197765,199539.8043,40485,8083,338,75338,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,157687.5343410252,108017.0,440663.27012845257,117954.0,762671.30863208,517128.4388,37139.30560061884,28717.0,1611.690214359911,857.0
B,2018-07-21,991,729,2806291,2582639.87,1085615,87240,857,880827,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,1164458.7671705126,40485.0,3026622.635064226,197765.0,2963975.52431604,199539.8043,105809.65280030941,8083.0,1796.8451071799554,798.0
G,2018-07-21,59,573,776448,843901.3355,195697,44235,784,178314,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,777926.3835852563,1085615.0,2289759.317532113,2806291.0,2325889.09765802,2582639.87,97139.8264001547,87240.0,957.4225535899777,991.0
Z,2018-07-21,230,564,443717,515674.7084,120951,19152,267,86846,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,509914.19179262815,195697.0,1588596.6587660564,776448.0,1678619.25722901,843901.3355,67721.91320007735,44235.0,708.7112767949889,59.0
F,2018-07-21,66,324,566492,460386.1804,119534,23834,281,117706,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,374491.0958963141,120951.0,1360790.3293830282,443717.0,1299695.809014505,515674.7084,57694.95660003868,19152.0,420.35563839749443,230.0
O,2018-07-21,4,280,1631564,1449271.766,321885,58572,773,372675,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,509130.54794815707,119534.0,2311959.1646915143,566492.0,2099119.6705072527,460386.1804,87419.47830001934,23834.0,214.17781919874722,66.0
X,2018-07-21,483,154,320337,380352.2613,77392,12063,13,82789,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,331957.27397407853,321885.0,1476316.5823457572,1631564.0,1429912.0965536265,1449271.766,55772.73915000967,58572.0,590.0889095993737,4.0
V,2018-07-21,837,234,1436507,1158360.739,407768,41776,491,336535,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,573746.6369870392,77392.0,2174665.291172879,320337.0,1873316.7872768133,380352.2613,69662.36957500484,12063.0,1132.0444547996867,483.0
E,2018-07-21,562,896,1579058,1371037.199,515719,105612,224,472644,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,802592.3184935197,407768.0,2666390.6455864394,1436507.0,2307695.592638407,1158360.739,140443.18478750243,41776.0,1128.0222273998434,837.0
U,2018-07-21,341,29,692268,336634.9687,97149,16979,760,81616,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,498445.15924675984,515719.0,2025463.3227932197,1579058.0,1490482.7650192035,1371037.199,87200.59239375121,105612.0,905.0111136999217,562.0
D,2018-07-21,82,684,747404,863718.1156,243397,38449,428,166868,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,492619.5796233799,97149.0,1760135.6613966099,692268.0,1608959.498109602,336634.9687,82049.2961968756,16979.0,534.5055568499608,341.0
L,2018-07-21,340,242,769707,902836.6219,214117,19842,63,225637,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,460426.78981169,243397.0,1649774.8306983048,747404.0,1707316.3709548009,863718.1156,60866.6480984378,38449.0,607.2527784249804,82.0
W,2018-07-21,835,169,263278,501434.3228,89934,23260,974,101356,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,320147.394905845,214117.0,1088165.4153491524,769707.0,1355092.5082774004,902836.6219,53693.3240492189,19842.0,1138.6263892124903,340.0
A,2018-07-21,843,976,375324,351878.9496,120756,8103,121,111259,7,29,2018,-0.3546048870425356,-0.9350162426854148,0,0,0,1,280829.69745292247,89934.0,919406.7076745762,263278.0,1029425.2037387001,501434.3228,34949.66202460945,23260.0,1412.3131946062451,835.0
A,2018-07-28,417,761,365439,367606.8031,87487,8569,470,69277,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,227901.84872646123,120756.0,825142.3538372881,375324.0,882319.4049693501,351878.9496,26043.831012304727,8103.0,1123.1565973031225,843.0
Y,2018-07-28,757,497,256921,294325.846,35996,10161,85,45749,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,149946.92436323062,87487.0,669492.176918644,365439.0,735485.5484846751,367606.8031,23182.915506152363,8569.0,1318.5782986515612,417.0
B,2018-07-28,391,344,2876343,2696830.996,739123,88308,377,653011,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,814096.4621816153,35996.0,3211089.088459322,256921.0,3064573.770242337,294325.846,99899.45775307619,10161.0,1050.2891493257807,757.0
U,2018-07-28,220,877,710326,351270.1038,62156,18915,577,54744,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,469204.23109080765,739123.0,2315870.544229661,2876343.0,1883556.9889211685,2696830.996,68864.7288765381,88308.0,745.1445746628904,391.0
E,2018-07-28,251,275,1576426,1431875.645,322890,116904,963,342791,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,557492.1155454038,62156.0,2734361.2721148306,710326.0,2373654.139460584,351270.1038,151336.36443826905,18915.0,623.5722873314452,220.0
I,2018-07-28,428,710,119452,539662.3063,69026,28954,978,85071,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,347772.0577727019,322890.0,1486632.6360574153,1576426.0,1726489.3760302921,1431875.645,104622.18221913453,116904.0,739.7861436657226,251.0
S,2018-07-28,692,964,908953,933882.0852,140554,52907,535,146774,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,314440.0288863509,69026.0,1652269.3180287075,119452.0,1797126.773215146,539662.3063,105218.09110956726,28954.0,1061.8930718328613,428.0
K,2018-07-28,54,317,437001,569953.555,72346,18245,142,79879,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,229566.01444317546,140554.0,1263135.6590143538,908953.0,1468516.941607573,933882.0852,70854.04555478363,52907.0,584.9465359164307,692.0
C,2018-07-28,694,943,750,78731.84176,11920,3346,662,49643,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,126703.00722158773,72346.0,632317.8295071769,437001.0,812990.3125637865,569953.555,38773.022777391816,18245.0,986.4732679582153,54.0
T,2018-07-28,495,566,97004,138270.801,27069,4123,239,28446,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,90420.50361079386,11920.0,413162.91475358844,750.0,544765.9572818932,78731.84176,23509.511388695908,3346.0,988.2366339791076,694.0
V,2018-07-28,374,648,1468944,1209430.156,326739,37971,178,244407,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,371949.2518053969,27069.0,1675525.4573767942,97004.0,1481813.1346409465,138270.801,49725.75569434796,4123.0,868.1183169895538,495.0
P,2018-07-28,648,392,555865,612599.3906,69880,27433,246,73713,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,255854.62590269846,326739.0,1393627.728688397,1468944.0,1353505.9579204733,1209430.156,52295.87784717398,37971.0,1082.059158494777,374.0
R,2018-07-28,796,114,212599,208321.84,25309,9582,653,45917,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,153236.31295134925,69880.0,909412.8643441985,555865.0,885074.8189602366,612599.3906,35729.93892358699,27433.0,1337.0295792473885,648.0
G,2018-07-28,935,792,795421,880997.1697,133340,40593,355,132677,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,209958.15647567462,25309.0,1250127.4321720991,212599.0,1323534.5791801182,208321.84,58457.969461793495,9582.0,1603.5147896236942,796.0
N,2018-07-28,427,992,378,849384.4031,124098,42709,470,163165,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,229077.0782378373,133340.0,625441.7160860496,795421.0,1511151.692690059,880997.1697,71937.98473089674,40593.0,1228.757394811847,935.0
L,2018-07-28,517,50,798853,942276.8076,138962,19918,93,171327,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,253500.53911891865,124098.0,1111573.8580430248,378.0,1697852.6539450295,849384.4031,55886.99236544837,42709.0,1131.3786974059235,427.0
H,2018-07-28,986,181,251791,375237.9138,62755,13422,431,57086,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,189505.26955945932,138962.0,807577.9290215124,798853.0,1224164.2407725146,942276.8076,41365.496182724186,19918.0,1551.6893487029618,517.0
D,2018-07-28,150,765,744080,901985.8005,151282,36772,852,134732,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,246034.63477972965,62755.0,1147868.964510756,251791.0,1514067.9208862572,375237.9138,57454.7480913621,13422.0,925.8446743514809,986.0
J,2018-07-28,254,875,172526,400676.7731,50533,16291,933,63586,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,173550.31738986482,151282.0,746460.482255378,744080.0,1157710.7335431287,901985.8005,45018.37404568105,36772.0,716.9223371757405,150.0
O,2018-07-28,889,219,1657437,1513278.666,227458,57676,645,267838,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,314233.1586949324,50533.0,2030667.241127689,172526.0,2092134.0327715643,400676.7731,80185.18702284052,16291.0,1247.4611685878704,254.0
F,2018-07-28,257,161,558408,481243.5572,77408,22564,564,70242,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,234524.5793474662,227458.0,1573741.6205638445,1657437.0,1527310.5735857822,1513278.666,62656.59351142026,57676.0,880.7305842939352,889.0
W,2018-07-28,736,992,262576,523620.7142,59680,25294,211,69556,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,176942.28967373312,77408.0,1049446.810281922,558408.0,1287276.0009928911,481243.5572,56622.29675571013,22564.0,1176.3652921469675,257.0
Z,2018-07-28,1000,617,875280,985922.1947,100434,30034,763,119969,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,188905.14483686656,59680.0,1400003.405140961,262576.0,1629560.1951964456,523620.7142,58345.14837785506,25294.0,1588.1826460734837,736.0
X,2018-07-28,680,9,340397,397534.6073,47562,10900,336,57649,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,142014.57241843326,100434.0,1040398.7025704805,875280.0,1212314.7048982228,985922.1947,40072.57418892753,30034.0,1474.0913230367419,1000.0
M,2018-07-28,748,976,463818,487241.1968,72709,22136,869,69783,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,143716.28620921663,47562.0,984017.3512852403,340397.0,1093398.5492491114,397534.6073,42172.28709446377,10900.0,1485.045661518371,680.0
Z,2018-07-28,617,833,450341,537669.0829,77351,20831,212,71126,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,149209.14310460832,72709.0,942349.6756426201,463818.0,1084368.3575245556,487241.1968,41917.143547231884,22136.0,1359.5228307591856,748.0
Q,2018-07-28,893,712,606505,678743.3375,100736,29354,649,93750,7,30,2018,-0.46472317204376806,-0.8854560256532101,0,0,0,1,175340.57155230414,77351.0,1077679.83782131,450341.0,1220927.516262278,537669.0829,50312.57177361594,20831.0,1572.7614153795928,617.0
P,2018-08-04,420,563,529436,478241.5301,79550,25436,921,77668,8,31,2018,-0.5680647467311556,-0.8229838658936565,0,0,0,1,167220.28577615207,100736.0,1068275.918910655,606505.0,1088705.288231139,678743.3375,50592.28588680797,29354.0,1206.3807076897965,893.0
W,2018-08-04,394,280,234705,407864.1686,67978,24751,863,66306,8,31,2018,-0.5680647467311556,-0.8229838658936565,0,0,0,1,151588.14288807602,79550.0,768842.9594553275,529436.0,952216.8127155695,478241.5301,50047.14294340399,25436.0,997.1903538448983,420.0
X,2018-08-04,907,424,330576,309541.1061,57335,9936,934,66203,8,31,2018,-0.5680647467311556,-0.8229838658936565,0,0,0,1,133129.071444038,67978.0,714997.4797276638,234705.0,785649.5124577847,407864.1686,34959.571471701995,24751.0,1405.5951769224491,394.0
K,2018-08-04,190,33,432727,444675.1329,83323,19121,701,82544,8,31,2018,-0.5680647467311556,-0.8229838658936565,0,0,0,1,149887.535722019,57335.0,790225.7398638319,330576.0,837499.8891288924,309541.1061,36600.785735850994,9936.0,892.7975884612246,907.0
Z,2018-08-04,741,111,412668,419229.8813,86240,20665,4,66929,8,31,2018,-0.5680647467311556,-0.8229838658936565,0,0,0,1,161183.76786100952,83323.0,807780.869931916,432727.0,837979.8258644462,444675.1329,38965.3928679255,19121.0,1187.3987942306123,190.0
I,2018-08-04,243,372,117346,420188.5047,78482,28889,203,73719,8,31,2018,-0.5680647467311556,-0.8229838658936565,0,0,0,1,159073.88393050476,86240.0,521236.434965958,412668.0,839178.4176322231,419229.8813,48371.696433962745,20665.0,836.6993971153062,741.0
U,2018-08-04,862,334,641632,274558.6222,72526,14655,704,74855,8,31,2018,-0.5680647467311556,-0.8229838658936565,0,0,0,1,152062.9419652524,78482.0,902250.217482979,117346.0,694147.8310161115,420188.5047,38840.84821698137,28889.0,1280.349698557653,243.0
R,2018-08-04,150,726,199163,162695.0294,29177,13003,875,72887,8,31,2018,-0.5680647467311556,-0.8229838658936565,0,0,0,1,105208.4709826262,72526.0,650288.1087414895,641632.0,509768.94490805577,274558.6222,32423.424108490686,14655.0,790.1748492788265,862.0
B,2018-08-04,348,697,2767911,2101893.609,862523,83442,211,585925,8,31,2018,-0.5680647467311556,-0.8229838658936565,0,0,0,1,915127.235491313,29177.0,3093055.0543707446,199163.0,2356778.081454028,162695.0294,99653.71205424535,13003.0,743.0874246394133,150.0
F,2018-08-04,232,472,496169,374791.8224,91910,24045,487,67683,8,31,2018,-0.5680647467311556,-0.8229838658936565,0,0,0,1,549473.6177456565,862523.0,2042696.5271853723,2767911.0,1553180.863127014,2101893.609,73871.85602712267,83442.0,603.5437123197066,348.0
